Name,Prefix,Slot,Complexity,Perk 1,Perk 2,Skill,Rarity,Materials,Cost,Effects,Weight,Mod Applies to list
Cooked Softshell Meat,,,1,,,Survival,Common3,Softshell Mirelurk Meat x2,40,"heal 9 HP, gain 1 AP at start of next scene",<1,
Corn,,,,,,,1,,6,"heal 3 HP, 1CD irradiated",<1,
Cram,,,,,,,1,,25,"heal 5 HP, 1CD irradiated",<1,
Crispy Squirrel Bits,,,1,,,Survival,Common2,Squirrel Bits x1,6,heal 6 HP,<1,
Dandy Boy Apples,,,,,,,0,,7,"heal 3 HP, 1CD irradiated",<1,
Deathclaw Egg,,,,,,,3,,69,"heal 7 HP, 1CD irradiated",<1,
Deathclaw Meat,,,,,,,3,,110,"heal 9 HP, 1CD irradiated",1,
Deathclaw Omelette,,,2,,,Survival,Common4,Blood Pack x1 Deathclaw Egg x1,80,"heal 11 HP, if next scene is combat, heal 1 HP at start of each turn",<1,
Deathclaw Steak,,,1,,,Survival,Common4,Deathclaw Meat x1,130,"heal 14 HP, May re-roll 1d20 on all STR tests until end of next scene",1,
Fancy Lads Snack Cakes,,,,,,,0,,18,"heal 3 HP, 1CD irradiated",<1,
Food Paste,,,,,,,2,,0,"heal 7 HP, May re-roll 1d20 on all END tests until end of next scene",<1,
Gourd,,,,,,,1,,6,"heal 3 HP, 1CD irradiated",1,
Grilled Radroach,,,1,,,Survival,Common1,Radroach Meat x3,7,heal 5 HP,<1,
Grilled Radstag,,,1,,,Survival,Common2,Radstag Meat x1,60,"heal 11 HP, Carry weight increased by 25 until end of next scene",1,
Gum Drops,,,,,,,0,,5,"heal 3 HP, 1CD irradiated",<1,
Iguana Bits,,,,,,,1,,8,"heal 4 HP, 1CD irradiated",<1,
Iguana on a Stick,,,2,,,Survival,Common2,Iguana Bits x1 Common x1,33,heal 6 HP,<1,
Iguana Soup,,,3,,,Survival,Common3,Carrot x1 Dirty Water x1 Iguana Bits x3,21,heal 10 HP,1,
Instamash,,,,,,,0,,20,"heal 4 HP, 1CD irradiated",<1,
Institute Food Packet,,,,,,,2,,10,heal 5 HP,<1,
Melon,,,,,,,1,,6,"heal 3 HP, 1CD irradiated",1,
Mirelurk Cake,,,4,,,Survival,Rare3,Mirelurk Egg x1 Mirelurk Meat x1 Uncommon x1 Razorgrain x1,35,"heal 12 HP, Can breathe underwater until end of next scene",<1,
Mirelurk Egg,,,,,,,2,,0,"heal 3 HP, 1CD irradiated",1,
Mirelurk Egg Omelette,,,2,,,Survival,Common3,Mirelurk Egg x1 Dirty Water x1,30,"heal 7 HP, Immediately add 2 AP to group pool",<1,
Mirelurk Meat,,,,,,,1,,18,"heal 6 HP, 1CD irradiated",<1,
Mirelurk Queen Steak,,,1,,,Survival,Common5,Queen Mirelurk Meat x1,130,"heal 14 HP, reduce dif of all END tests by 1 until end of next scene",1,
Mole Rat Chunks,,,1,,,Survival,Common1,Mole Rat Meat x2,8,"heal 7 HP, plus 1 max AP in group pool until end of current scene",<1,
Mole Rat Meat,,,,,,,0,,5,"heal 5 HP, 1CD irradiated",<1,
Mongrel Dog Meat,,,,,,,0,,8,"heal 4 HP, 1CD irradiated",<1,
Mutant Hound Chops,,,1,,,Survival,Common3,Mutant Hound Meat x1,12,"heal 8 HP, heals 2 rad damage",<1,
Mutant Hound Meat,,,,,,,2,,8,"heal 5 HP, 1CD irradiated",<1,
Mutfruit,,,,,,,0,,8,"heal 4 HP, 1CD irradiated",<1,
Mutt Chops,,,1,,,Survival,Common1,Mongrel Dog Meat x1,12,heal 6 HP,<1,
Noodle Cup,,,2,,,Survival,Rare2,Dirty Water x1 Razorgrain x1,20,heal 6 HP,<1,
Perfectly Preserved Pie,,,,,,,3,,20,heal 5 HP,<1,
Pork'n'Beans,,,,,,,0,,10,"heal 4 HP, 1CD irradiated",<1,
Potato Crisps,,,,,,,0,,7,"heal 3 HP, 1CD irradiated",<1,
Potted Meat,,,,,,,0,,25,"heal 6 HP, 2CD irradiated",1,
Queen Mirelurk Meat,,,,,,,4,,22,"heal 10 HP, re-roll 1d20 on all END tests until end of scene",<1,
Radroach Meat,,,,,,,0,,3,"heal 4 HP, 1CD irradiated",<1,
Radscorpion Egg,,,,,,,3,,48,"heal 6 HP, 1CD irradiated",<1,
Radscorpion Egg Omelette,,,2,,,Survival,Common4,Purified Water x1 Radscorpion egg x1,65,"heal 9 HP, cures all addictions",<1,
Radscorpion Meat,,,,,,,2,,55,"heal 9 HP, 1CD irradiated",1,
Radscorpion Steak,,,1,,,Survival,Common3,Radscorpion Meat x1,65,"heal 12 HP, plus 2 Energy DR until end of next scene",1,
Radstag Meat,,,,,,,1,,50,"heal 8 HP, 1CD irradiated",1,
Radstag Stew,,,4,,,Survival,Rare3,Gourd x1 Radstag Meat x1 Silt Bean x1 Vodka x1,60,"heal 12 HP, plus 3 Energy DR until end of next scene",1,
Razorgrain,,,,,,,1,,5,"heal 3 HP, 1CD irradiated",<1,
Ribeye Steak,,,1,,,Survival,Common2,Brahmin Meat x1,40,heal 10 HP,1,
Roasted Mirelurk Meat,,,1,,,Survival,Common2,Mirelurk Meat x2,40,"heal 8 HP, gain 1 AP at start of next scene",<1,
Salisbury Steak,,,,,,,0,,20,"heal 5 HP, 1CD irradiated",<1,
Silt Bean,,,,,,,1,,6,"heal 3 HP, 1CD irradiated",<1,
Softshell Mirelurk Meat,,,,,,,2,,22,"heal 6 HP, 1CD irradiated",<1,
Squirrel Bits,,,,,,,1,,4,"heal 4 HP, 1CD irradiated",<1,
Squirrel on a Stick,,,2,,,Survival,Common2,Squirrel Bits x1 Common x1,15,heal 7 HP,<1,
Squirrel Stew,,,,,,,2,,24,heal 10 HP,1,
Stingwing Filet,,,1,,,Survival,Common2,Stingwing Meat,35,"heal 11 HP, re-roll 1d20 on all PER tests until end of next scene",<1,
Stingwing Meat,,,,,,,1,,30,"heal 8 HP, 1CD irradiated",<1,
Sugar Bombs,,,,,,,0,,11,"heal 4 HP, 1CD irradiated, gain 1 AP at start of next scene",<1,
Sweet Roll,,,,,,,1,,9,"heal 4 HP, 1CD irradiated",<1,
Tarberry,,,,,,,3,,5,"heal 3 HP, 1CD irradiated",<1,
Tato,,,,,,,1,,7,"heal 3 HP, 1CD irradiated",<1,
Vegetable Soup,,,3,,,Survival,Common2,Carrot x1 Dirty Water x1 Tato x1,13,"heal 7 HP, plus 2 Rad DR until end of next scene",1,
Yao Guai Meat,,,,,,,3,,85,"heal 9 HP, 1CD irradiated",1,
Yao Guai Ribs,,,1,,,Survival,Common4,Yao Guai Meat x1,90,"heal 13 HP, plus 2 Phys DR until end of next scene",1,
Yao Guai Roast,,,3,,,Survival,Rare4,Carrot x1 Tato x1 Yao Guai Meat x1,110,"heal 14 HP, plus 2 CD to melee attacks until end of next scene",1,
Yum-Yum Deviled Eggs,,,,,,,0,,20,"heal 4 HP, 1CD irradiated",<1,
